HP,altitude,armors,autonomy,avail,cost,country,damageToStun,ecmModifier,fuelCapacity,inst_num,isAmphibious,isCV,isPrototype,isTransport,maxCards,maxSpeed,movementType,name,numWeapons,opticRangeAirborne_vsGround,opticRange_vsGround,opticRange_vsHeli,opticRange_vsPlane,opticRange_vsShip,opticStrengthSEAD_vsGround,opticStrength_vsAir,opticStrength_vsGround,opticStrength_vsShip,otanId,pactId,purple,roadSpeed,sailingSubType,sizeModifier,specs,stealth,tab,training,transporterOf,transports,turnData,upgradeRequireId,upgrades,verticalSpeed,weapon10_TAmmunition_ID,weapon10_ammoPool,weapon10_hasStab,weapon10_totalAmmo,weapon10_turret,weapon10_turretArc,weapon10_turretFacing,weapon10_turretSpeed,weapon10_turretType,weapon10_uiPosition,weapon1_TAmmunition_ID,weapon1_ammoPool,weapon1_hasStab,weapon1_totalAmmo,weapon1_turret,weapon1_turretArc,weapon1_turretFacing,weapon1_turretSpeed,weapon1_turretType,weapon1_uiPosition,weapon2_TAmmunition_ID,weapon2_ammoPool,weapon2_hasStab,weapon2_totalAmmo,weapon2_turret,weapon2_turretArc,weapon2_turretFacing,weapon2_turretSpeed,weapon2_turretType,weapon2_uiPosition,weapon3_TAmmunition_ID,weapon3_ammoPool,weapon3_hasStab,weapon3_totalAmmo,weapon3_turret,weapon3_turretArc,weapon3_turretFacing,weapon3_turretSpeed,weapon3_turretType,weapon3_uiPosition,weapon4_TAmmunition_ID,weapon4_ammoPool,weapon4_hasStab,weapon4_totalAmmo,weapon4_turret,weapon4_turretArc,weapon4_turretFacing,weapon4_turretSpeed,weapon4_turretType,weapon4_uiPosition,weapon5_TAmmunition_ID,weapon5_ammoPool,weapon5_hasStab,weapon5_totalAmmo,weapon5_turret,weapon5_turretArc,weapon5_turretFacing,weapon5_turretSpeed,weapon5_turretType,weapon5_uiPosition,weapon6_TAmmunition_ID,weapon6_ammoPool,weapon6_hasStab,weapon6_totalAmmo,weapon6_turret,weapon6_turretArc,weapon6_turretFacing,weapon6_turretSpeed,weapon6_turretType,weapon6_uiPosition,weapon7_TAmmunition_ID,weapon7_ammoPool,weapon7_hasStab,weapon7_totalAmmo,weapon7_turret,weapon7_turretArc,weapon7_turretFacing,weapon7_turretSpeed,weapon7_turretType,weapon7_uiPosition,weapon8_TAmmunition_ID,weapon8_ammoPool,weapon8_hasStab,weapon8_totalAmmo,weapon8_turret,weapon8_turretArc,weapon8_turretFacing,weapon8_turretSpeed,weapon8_turretType,weapon8_uiPosition,weapon9_TAmmunition_ID,weapon9_ammoPool,weapon9_hasStab,weapon9_totalAmmo,weapon9_turret,weapon9_turretArc,weapon9_turretFacing,weapon9_turretSpeed,weapon9_turretType,weapon9_uiPosition,year
10,,1|1|1|1,550,0|8|6|0|0,40,CHI,300,,300,19038,,,,,1,105,wheeled,CTL-181A HJ-11,1,,3500,4900,5600,14000,,20,80,80,,357,,150,,-0.05,AIR|MAR|MEC|MOT|SUP,1,VHC,,,19272|19443,171.89,,,,,,,,,,,,,,87019,0,,8,0,360|75|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985
5,,0.4|0.4|0.4|0.4,,0|12|8|0|0,15,UK,300,,,18495,,,true,,2,30,foot,GMG SECTION,3,,3500,4900,5600,14000,,40,80,80,392,,,,,-0.2,AIR|ARM|MAR|MEC|MOT|SUP,2,INF,Regular,,17783|18060|18342|18045|18054|18056|18055|19373|19463,,,,,,,,,,,,,,,80191,0,true,40,0,,,,infantry,0,80192,0,true,40,0,,,,infantry,0,123662,1,,60,1,,,,infantry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
2,,0.4|0.4|0.4|0.4,,0|8|6|0|0,20,URSS,300,,,18630,,,,,2,22.5,foot,PZRK IGLA-S,3,,3500,4900,8400,14000,,80,80,80,,223,,,,-0.2,AIR|ARM|MAR|MEC|MOT|SUP,2.5,INF,Regular,,17859|17863|17865|17866|18499|17880|17881|17882|19436|19405,,,,,,,,,,,,,,,77583,0,true,16,0,,,,infantry,0,77584,0,true,16,0,,,,infantry,0,79410,1,,6,1,,,,infantry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
10,,5|4|2|3,500,0|10|7|0|0,35,ROK,300,,750,18703,true,,true,,2,70,tracked,K21 SEUKAUTEU #reco1,2,,3500,4900,5600,14000,,40,120,120,440,,,110,,,ARM|MEC|MOT|SUP,1.5,REC,,,,229.18,18206,18410,,,,,,,,,,,,123309,0,true,48,0,360|25|-10,,80,turret,0,123311,0,true,48,0,360|25|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995
10,1500,0.6|0.6|0.6|0.6,195,2|0|0|1|0,140,URSS,300,-0.4,6500,19713,,,,,1,1100,plane,MiG-31BM,2,4900,3500,4900,31500,7000,,600,,60,,584,,,,,AIR|ARM|MAR|MEC|MOT|SUP,1,AIR,,,,500,,,,,,,,,,,,,,88421,0,true,80,0,16|8|-5,,,fixed,0,122028,3,true,6,1,10|10|-10,,,fixed,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008
8,,1|1|0.8|0.8,supply,0|6|0|0|0,35,UK,300,,1600,19338,,,,,2,330,heli,MERLIN HC.4,0,4900,3500,5600,5600,14000,,,,0,620,,,,,,AIR|ARM|MAR|MEC|MOT|SUP,1,LOG,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980
4,,0.8|0.8|0.8|0.8,500,0|6|0|0|0,35,NK,300,,1000,19404,,,,,2,200,heli,Mi-2 #reco2,0,4900,3500,5600,7000,14000,,170,170,170,,485,,,,-0.1,AIR|ARM|MEC|MOT|SUP,1,REC,,,,,,19383,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
10,,5|3|2|2,500,0|4|3|0|0,75,CHI,300,,300,19021,,,,,1,65,tracked,ZBD-04A CRV #reco2,4,,3500,4900,5600,14000,,40,170,170,,347,,110,,,ARM|MEC|SUP,1.5,REC,,,,171.89,17833,,,,,,,,,,,,,78236,0,true,23,0,360|25|-10,,50,turret,0,122297,1,true,8,0,360|25|-10,,50,turret,1,78237,2,true,68,1,360|25|-10,,50,turret,2,78238,2,true,68,1,360|25|-10,,50,turret,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963
10,,1|1|1|1,600,0|6|4|0|0,50,URSS,300,,120,17838,,,,,1,95,wheeled,KORNET-D,1,,3500,4900,5600,14000,,20,80,80,,62,,150,,-0.05,AIR|MAR|MEC|MOT|SUP,1,VHC,,,19272|19437,171.89,,,,,,,,,,,,,,78344,0,,8,0,360|75|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977
10,,8|4|2|1,550,0|16|12|0|0,25,NK,300,,1200,18007,,,,,1,50,tracked,CH'ŎNMA-76-IIM,5,,3500,4900,5600,14000,,40,60,60,,978,,110,,,ARM|MAR|MEC|MOT|SUP,1,TNK,,,19272,286.48,18006,,,,,,,,,,,,,79280,0,true,34,0,360|25|-10,,30,turret,0,79281,0,true,34,0,360|25|-10,,30,turret,0,82193,1,true,60,1,360|45|-10,,150,turret,1,82194,1,true,60,1,360|45|-10,,150,turret,1,79655,2,true,4,2,360|75|-10,,60,turret,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991
2,,0.4|0.4|0.4|0.4,,0|6|4|0|0,25,RFA,300,,,18177,,,,,1,22.5,foot,PzAbw MELLS,3,,3500,4900,5600,14000,,40,80,80,175,,,,,-0.2,AIR|ARM|MAR|MEC|MOT|SUP,2.5,INF,Regular,,18453|18343|19000|17930|18358|18515|18516|18517|18518|18520|19339,,,,,,,,,,,,,,,121774,0,true,16,0,,,,infantry,0,121776,0,true,16,0,,,,infantry,0,121788,1,,6,1,,,,infantry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
11,,23|11|7|7,700,0|0|1|0|0,230,URSS,300,,1600,18936,,,true,,1,80,tracked,T-14 ARMATA,4,,3500,4900,5600,14000,,20,80,80,,306,,110,,0.05,ARM,1,TNK,,,,286.48,,,,,,,,,,,,,,121732,0,true,30,0,360|25|-10,,50,turret,0,121734,0,true,30,0,360|25|-10,,50,turret,0,84091,2,true,4,0,360|25|-10,,50,turret,2,122575,1,true,100,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973
10,,0.4|0.4|0.4|0.4,,0|0|0|4|3,35,NK,300,,,18557,,,true,,2,45,foot,125-BUDAE #reco2,4,,3500,4900,5600,14000,,80,170,170,,193,,,,-0.25,AIR|MAR|MOT,2.5,REC,Elite,,19174|17871|17875|17864|17879|17878|19430|19445,,,,,,,,,,,,,,,123216,0,true,160,0,,,,infantry,0,123218,0,true,160,0,,,,infantry,0,122973,1,,6,1,,,,infantry,1,78633,2,,4,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
10,1000,0.6|0.6|0.6|0.6,120,0|3|0|0|0,105,FR,300,-0.2,4000,19716,,,,,1,1000,plane,MIRAGE 2000D RMV,3,4900,3500,4900,31500,7000,,300,,60,757,,,,,,AIR|ARM|MAR|MEC|MOT|SUP,1,AIR,,,,320,19611,,,,,,,,,,,,,87488,0,true,60,0,16|8|-5,,,fixed,0,87214,2,true,12,1,,,,bomber,2,89237,3,true,2,2,80|30|-30,,,fixed,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967
5,,0.8|0.8|0.8|0.8,700,24|20|16|12|8,5,UK,300,,200,18655,,,,true,1,50,wheeled,BEDFORD TM,0,,3500,4900,5600,14000,,20,60,60,419,,,150,,,AIR|ARM|MAR|MEC|MOT|SUP,1,VHC,,18776|19080|18112|19078|19081,19251,229.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971
10,,3|2|1|1,320,0|12|8|0|0,35,NK,300,,500,18813,,,,,2,40,tracked,ISU-152,2,,3500,4900,5600,14000,,40,45,40,,255,,110,,0.05,ARM|MEC|SUP,1,VHC,,,,401.07,,,,,,,,,,,,,,124230,0,,20,0,15|25|-10,,30,turret,0,77421,1,true,50,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967
10,,0.4|0.4|0.4|0.4,,0|0|12|8|0,25,URSS,300,,,19087,,,,,3,37.5,foot,VDV,4,,3500,4900,5600,14000,,40,80,80,,631,,,,-0.2,AIR|MOT,2,INF,Shock,,17859|17863|17865|17866|17880|17881|17882|17799|17798|19436|19405,,,19118,,,,,,,,,,,,81975,0,true,120,0,,,,infantry,0,81976,0,true,120,0,,,,infantry,0,121424,1,,6,1,,,,infantry,1,121716,2,true,180,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
10,,16|7|4|3,900,0|10|7|0|0,80,CHI,300,,1600,19184,,,,,2,60,tracked,ZTZ-96A,3,,3500,4900,5600,14000,,20,80,80,,980,,110,,,ARM|MAR|MEC|SUP,1,TNK,,,19272,286.48,19059,19054,,,,,,,,,,,,121559,0,true,42,0,360|25|-10,,40,turret,0,121561,0,true,42,0,360|25|-10,,40,turret,0,78090,1,true,100,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991
10,,2|1|1|0.8,720,0|6|4|0|0,55,ROK,300,,1100,18197,,,,,2,55,tracked,KM107,2,,3500,4900,5600,14000,,10,45,40,191,,,110,,0.05,ARM|MEC|SUP,1,SUP,,,,286.48,,18326,,,,,,,,,,,,80283,0,,2,0,15|75|,,30,turret,0,80284,0,,2,0,15|75|,,30,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964
10,,4|3|0.8|2,600,0|6|4|0|0,45,FR,300,,500,19123,,,,,2,65,tracked,AMX-10 TM,4,,3500,4900,5600,14000,,10,45,40,869,,,110,,,ARM|MAR|MEC|MOT|SUP,1,SUP,,,19251,286.48,,18636,,,,,,,,,,,,77644,0,true,100,0,360|25|-10,,80,turret,0,77645,0,true,100,0,360|25|-10,,80,turret,0,122895,1,,60,1,360|75|,,30,turret,1,80903,1,,120,1,360|75|,,30,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994
10,,0.4|0.4|0.4|0.4,,0|0|0|4|3,35,RFA,300,,,18069,,,true,,2,45,foot,KSK #reco2,5,,3500,4900,5600,14000,,40,170,170,134,,,,,-0.2,AIR|MOT,2.5,REC,Elite,,18490|18453|18999|18343|19000|17930|19339|19466,,,,,,,,,,,,,,,122986,0,true,160,0,,,,infantry,0,122988,0,true,160,0,,,,infantry,0,121895,1,,8,1,,,,infantry,1,121809,2,true,240,1,,,,infantry,2,121813,1,,8,1,,,,infantry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
10,1000,0.6|0.6|0.6|0.6,195,0|2|0|0|1,160,US,300,-0.4,6500,19582,,,,,1,1000,plane,F-15E STRIKE EAGLE,3,4900,3500,4900,31500,7000,,300,,60,718,,,,,,AIR|ARM|MEC|MOT|SUP,1,AIR,,,,350,,,,,,,,,,,,,,87312,0,true,30,0,16|8|-5,,,fixed,0,87551,2,true,4,1,,,,bomber,2,85698,3,true,4,2,80|30|-30,,,fixed,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989
10,,20|10|6|5,700,0|3|2|0|0,155,FIN,300,,1600,18957,,,true,,1,70,tracked,T-90M BHISHMA,4,,3500,4900,5600,14000,,20,80,80,1121,799,true,110,,,ARM,1,TNK,,,,286.48,18956,,,,,,,,,,,,,123913,0,true,30,0,360|25|-10,,40,turret,0,123915,0,true,30,0,360|25|-10,,40,turret,0,84091,2,true,4,0,360|25|-10,,40,turret,2,122575,1,true,100,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994
10,,0.8|0.8|0.8|0.8,600,0|0|1|0|0,180,NK,300,,500,19126,,,true,,1,65,wheeled,KN-25,1,,3500,4900,5600,14000,,10,45,40,,395,,150,,0.05,SUP,1,SUP,,,,171.89,18625,,,,,,,,,,,,,123379,0,,4,0,180|75|,,30,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
60,,3|2|2|1,supply,0|4|0|0|0,75,US,600,,10000,19252,,,,,2,400,sailing,LCU 1610,0,,3500,4900,5600,5600,,20,60,,574,,,,riverine,,AIR|ARM|MAR|MEC|MOT|SUP,0.8,NAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970
10,1000,0.6|0.6|0.6|0.6,165,0|0|0|1|0,200,US,300,-0.55,5500,19616,,,true,,1,1000,plane,F-35C LIGHTNING II,3,4900,3500,4900,31500,7000,,450,,60,737,,,,,,AIR|ARM|MAR|MEC|MOT|SUP,2,AIR,,,,300,19617,,,,,,,,,,,,,121529,2,true,4,0,80|30|-30,,,fixed,2,85698,1,true,2,1,80|30|-30,,,fixed,0,121525,3,true,2,2,80|30|-30,,,fixed,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
8,,1|1|0.8|0.8,500,0|6|4|0|0,85,US,300,,1000,19286,,,,,2,280,heli,AH-64D APACHE ESCORT,3,4900,3500,5600,5600,14000,,80,80,80,590,,,,,,AIR|ARM|MEC|MOT|SUP,1,HEL,,,,,,19290,75,,,,,,,,,,,85763,0,true,160,0,220|10|-75,,120,turret,0,85764,0,true,160,0,220|10|-75,,120,turret,0,121277,1,true,76,1,20|20|-15,,,fixed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973
10,,4|2|1|2,520,16|14|10|8|6,20,RFA,300,,650,18516,,,,true,2,65,tracked,MARDER 1A5,3,,3500,4900,5600,14000,,40,80,80,395,,,110,,,ARM|MEC|SUP,1,VHC,,18177|18642|18893|18178|18090|17911,,229.18,18515,,,,,,,,,,,,,77707,1,,4,0,360|25|-10,,80,turret,1,81860,0,true,166,0,360|25|-10,,80,turret,0,81861,0,true,166,0,360|25|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977
10,,7|4|2|3,520,0|6|4|0|0,45,RFA,300,,650,18435,,,,,2,75,tracked,SpPz PUMA (A) #reco2,2,,3500,4900,5600,14000,,40,170,170,356,,,110,,,ARM|MEC|SUP,1.5,REC,,,,229.18,,18436,,,,,,,,,,,,121760,0,true,72,0,360|25|-10,,80,turret,0,121762,0,true,72,0,360|25|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965
10,,3|3|1|1,500,32|24|20|16|12,5,UK,300,,350,18045,,,,true,3,80,tracked,FV103 SPARTAN TES,1,,3500,4900,5600,14000,,40,80,80,115,,,110,,-0.05,ARM|MAR|MEC|SUP,1,VHC,,18495|18251|18650|18112|18695|19078|18631|19083|19081,19251,171.89,,,,,,,,,,,,,,78766,0,true,150,0,360|45|-10,,150,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978
